date,nav,amfi_code
2015-02-11,351.536,119018
2015-02-12,354.558,119018
2015-02-13,359.34,119018
2015-02-16,358.059,119018
2015-02-18,360.118,119018
2015-02-19,361.059,119018
2015-02-20,359.724,119018
2015-02-23,356.22,119018
2015-02-24,355.725,119018
2015-02-25,355.669,119018
2015-02-26,351.278,119018
2015-02-27,359.295,119018
2015-03-02,366.009,119018
2015-03-03,368.204,119018
2015-03-04,363.407,119018
2015-03-05,363.284,119018
2015-03-09,355.82,119018
2015-03-10,355.194,119018
2015-03-11,354.293,119018
2015-03-12,358.172,119018
2015-03-13,352.631,119018
2015-03-16,352.625,119018
2015-03-17,356.215,119018
2015-03-18,356.01,119018
2015-03-19,352.541,119018
2015-03-20,348.768,119018
2015-03-23,346.429,119018
2015-03-24,345.978,119018
2015-03-25,345.174,119018
2015-03-26,338.805,119018
2015-03-27,340.385,119018
2015-03-30,346.685,119018
2015-03-31,347.131,119018
2015-04-01,350.751,119018
2015-04-06,352.697,119018
2015-04-07,353.016,119018
2015-04-08,355.667,119018
2015-04-09,358.183,119018
2015-04-10,359.581,119018
2015-04-13,361.766,119018
2015-04-15,359.722,119018
2015-04-16,358.508,119018
2015-04-17,354.606,119018
2015-04-20,348.532,119018
2015-04-21,347.267,119018
2015-04-22,348.455,119018
2015-04-23,346.682,119018
2015-04-24,341.324,119018
2015-04-27,337.1,119018
2015-04-28,342.545,119018
2015-04-29,340.738,119018
2015-04-30,339.036,119018
2015-05-04,344.666,119018
2015-05-05,344.078,119018
2015-05-06,333.183,119018
2015-05-07,328.845,119018
2015-05-08,333.941,119018
2015-05-11,341.949,119018
2015-05-12,332.47,119018
2015-05-13,338.016,119018
2015-05-14,339.643,119018
2015-05-15,341.16,119018
2015-05-18,345.048,119018
2015-05-19,344.922,119018
2015-05-20,346.604,119018
2015-05-21,345.669,119018
2015-05-22,345.442,119018
2015-05-25,342.321,119018
2015-05-26,341.46,119018
2015-05-27,341.751,119018
2015-05-28,341.692,119018
2015-05-29,346.354,119018
2015-06-01,347.33,119018
2015-06-02,338.872,119018
2015-06-03,334.51,119018
2015-06-04,335.138,119018
2015-06-05,333.997,119018
2015-06-08,330.329,119018
2015-06-09,330.529,119018
2015-06-10,334.238,119018
2015-06-11,327.543,119018
2015-06-12,328.445,119018
2015-06-15,328.625,119018
2015-06-16,330.903,119018
2015-06-17,332.471,119018
2015-06-18,335.832,119018
2015-06-19,337.793,119018
2015-06-22,343.1,119018
2015-06-23,345.209,119018
2015-06-24,342.956,119018
2015-06-25,344.686,119018
2015-06-26,343.55,119018
2015-06-29,339.942,119018
2015-06-30,341.891,119018
2015-07-01,346.708,119018
2015-07-02,346.603,119018
2015-07-03,347.893,119018
2015-07-06,350.019,119018
2015-07-07,350.106,119018
2015-07-08,344.312,119018
2015-07-09,343.386,119018
2015-07-10,345.938,119018
2015-07-13,349.872,119018
2015-07-14,349.489,119018
2015-07-15,351.23,119018
2015-07-16,354.664,119018
2015-07-17,355.459,119018
2015-07-20,354.941,119018
2015-07-21,353.159,119018
2015-07-22,357.278,119018
2015-07-23,356.641,119018
2015-07-24,352.218,119018
2015-07-27,345.136,119018
2015-07-28,344.139,119018
2015-07-29,345.901,119018
2015-07-30,348.872,119018
2015-07-31,354.615,119018
2015-08-03,357.54,119018
2015-08-04,358.916,119018
2015-08-05,360.36,119018
2015-08-06,361.691,119018
2015-08-07,360.538,119018
2015-08-10,359.22,119018
2015-08-11,354.759,119018
2015-08-12,346.969,119018
2015-08-13,346.619,119018
2015-08-14,354.261,119018
2015-08-17,356.371,119018
2015-08-18,357.754,119018
2015-08-19,357.756,119018
2015-08-20,350.341,119018
2015-08-21,347.376,119018
2015-08-24,321.696,119018
2015-08-25,326.904,119018
2015-08-26,323.731,119018
2015-08-27,331.25,119018
2015-08-28,332.759,119018
2015-08-31,330.634,119018
2015-09-01,322.1,119018
2015-09-02,318.313,119018
2015-09-03,323.45,119018
2015-09-04,316.446,119018
2015-09-07,311.639,119018
2015-09-08,318.791,119018
2015-09-09,324.641,119018
2015-09-10,323.757,119018
2015-09-11,323.596,119018
2015-09-14,328.217,119018
2015-09-15,325.128,119018
2015-09-16,327.583,119018
2015-09-18,331.562,119018
2015-09-21,332.844,119018
2015-09-22,325.505,119018
2015-09-23,327.207,119018
2015-09-24,327.515,119018
2015-09-28,323.537,119018
2015-09-29,325.541,119018
2015-09-30,328.566,119018
2015-10-01,327.79,119018
2015-10-05,335.286,119018
2015-10-06,336.036,119018
2015-10-07,336.827,119018
2015-10-08,335.251,119018
2015-10-09,337.882,119018
2015-10-12,336.689,119018
2015-10-13,336.096,119018
2015-10-14,335.065,119018
2015-10-15,339.555,119018
2015-10-16,343.057,119018
2015-10-19,343.916,119018
2015-10-20,344.315,119018
2015-10-21,343.319,119018
2015-10-23,344.643,119018
2015-10-26,343.167,119018
2015-10-27,342.628,119018
2015-10-28,339.386,119018
2015-10-29,336.105,119018
2015-10-30,333.904,119018
2015-11-02,334.062,119018
2015-11-03,334.36,119018
2015-11-04,334.331,119018
2015-11-05,330.421,119018
2015-11-06,331.416,119018
2015-11-09,332.614,119018
2015-11-10,327.924,119018
2015-11-13,328.907,119018
2015-11-16,330.97,119018
2015-11-17,330.758,119018
2015-11-18,325.792,119018
2015-11-19,330.502,119018
2015-11-20,332.024,119018
2015-11-23,331.901,119018
2015-11-24,330.581,119018
2015-11-26,332.063,119018
2015-11-27,335.725,119018
2015-11-30,336.388,119018
2015-12-01,336.589,119018
2015-12-02,334.864,119018
2015-12-03,331.907,119018
2015-12-04,328.773,119018
2015-12-07,327.247,119018
2015-12-08,324.32,119018
2015-12-09,319.812,119018
2015-12-10,322.08,119018
2015-12-11,318.33,119018
2015-12-14,319.392,119018
2015-12-15,321.344,119018
2015-12-16,323.451,119018
2015-12-17,327.194,119018
2015-12-18,323.852,119018
2015-12-21,326.927,119018
2015-12-22,325.263,119018
2015-12-23,328.578,119018
2015-12-24,328.526,119018
2015-12-28,330.369,119018
2015-12-29,330.483,119018
2015-12-30,328.594,119018
2015-12-31,329.752,119018
2016-01-01,331.915,119018
2016-01-04,324.055,119018
2016-01-05,324.49,119018
2016-01-06,322.509,119018
2016-01-07,313.003,119018
2016-01-08,315.071,119018
2016-01-11,313.116,119018
2016-01-12,310.414,119018
2016-01-13,311.354,119018
2016-01-14,308.823,119018
2016-01-15,302.56,119018
2016-01-18,298.332,119018
2016-01-19,302.047,119018
2016-01-20,295.166,119018
2016-01-21,294.029,119018
2016-01-22,301.168,119018
2016-01-25,301.299,119018
2016-01-27,302.646,119018
2016-01-28,301.195,119018
2016-01-29,304.615,119018
2016-02-01,302.475,119018
2016-02-02,297.47,119018
2016-02-03,291.16,119018
2016-02-04,292.8,119018
2016-02-05,296.544,119018
2016-02-08,294.086,119018
2016-02-09,288.835,119018
2016-02-10,284.263,119018
2016-02-11,274.935,119018
2016-02-12,274.28,119018
2016-02-15,285.772,119018
2016-02-16,278.886,119018
2016-02-17,281.853,119018
2016-02-18,284.177,119018
2016-02-19,285.009,119018
2016-02-22,285.295,119018
2016-02-23,280.566,119018
2016-02-24,277.282,119018
2016-02-25,272.655,119018
2016-02-26,275.547,119018
2016-02-29,274.963,119018
2016-03-01,285.253,119018
2016-03-02,293.363,119018
2016-03-03,297.804,119018
2016-03-04,300.281,119018
2016-03-08,299.23,119018
2016-03-09,301.786,119018
2016-03-10,299.346,119018
2016-03-11,299.662,119018
2016-03-14,302.246,119018
2016-03-15,300.566,119018
2016-03-16,301.943,119018
2016-03-17,303.225,119018
2016-03-18,307.028,119018
2016-03-21,311.901,119018
2016-03-22,312.633,119018
2016-03-23,313.454,119018
2016-03-28,307.637,119018
2016-03-29,307.775,119018
2016-03-30,315.001,119018
2016-03-31,315.204,119018
2016-04-01,315.533,119018
2016-04-04,316.923,119018
2016-04-05,309.053,119018
2016-04-06,309.978,119018
2016-04-07,307.281,119018
2016-04-08,308.205,119018
2016-04-11,313.847,119018
2016-04-12,315.639,119018
2016-04-13,320.717,119018
2016-04-18,322.8,119018
2016-04-20,324.206,119018
2016-04-21,325.985,119018
2016-04-22,327.59,119018
2016-04-25,325.408,119018
2016-04-26,329.956,119018
2016-04-27,328.825,119018
2016-04-28,323.951,119018
2016-04-29,323.979,119018
2016-05-02,322.19,119018
2016-05-03,320.292,119018
2016-05-04,316.236,119018
2016-05-05,317.329,119018
2016-05-06,317.839,119018
2016-05-09,322.958,119018
2016-05-10,323.297,119018
2016-05-11,321.607,119018
2016-05-12,323.762,119018
2016-05-13,322.638,119018
2016-05-16,321.819,119018
2016-05-17,322.703,119018
2016-05-18,323.175,119018
2016-05-19,318.727,119018
2016-05-20,316.977,119018
2016-05-23,315.459,119018
2016-05-24,315.294,119018
2016-05-25,323.25,119018
2016-05-26,330.241,119018
2016-05-27,334.626,119018
2016-05-30,335.802,119018
2016-05-31,338.598,119018
2016-06-01,337.001,119018
2016-06-02,339.308,119018
2016-06-03,339.018,119018
2016-06-06,338.914,119018
2016-06-07,341.943,119018
2016-06-08,343.347,119018
2016-06-09,341.862,119018
2016-06-10,339.909,119018
2016-06-13,336.397,119018
2016-06-14,337.548,119018
2016-06-15,342.857,119018
2016-06-16,340.807,119018
2016-06-17,341.43,119018
2016-06-20,344.786,119018
2016-06-21,343.869,119018
2016-06-22,342.914,119018
2016-06-23,345.476,119018
2016-06-24,336.021,119018
2016-06-27,337.726,119018
2016-06-28,338.773,119018
2016-06-29,342.048,119018
2016-06-30,346.257,119018
2016-07-01,348.689,119018
2016-07-04,352.515,119018
2016-07-05,351.311,119018
2016-07-07,350.044,119018
2016-07-08,349.432,119018
2016-07-11,356.535,119018
2016-07-12,359.636,119018
2016-07-13,359.176,119018
2016-07-14,363.042,119018
2016-07-15,362.041,119018
2016-07-18,359.603,119018
2016-07-19,361.798,119018
2016-07-20,363.338,119018
2016-07-21,359.64,119018
2016-07-22,361.982,119018
2016-07-25,366.938,119018
2016-07-26,365.045,119018
2016-07-27,367.683,119018
2016-07-28,368.35,119018
2016-07-29,366.477,119018
2016-08-01,365.78,119018
2016-08-02,364.091,119018
2016-08-03,360.185,119018
2016-08-04,361.916,119018
2016-08-05,368.511,119018
2016-08-08,370.02,119018
2016-08-09,368.84,119018
2016-08-10,364.179,119018
2016-08-11,363.345,119018
2016-08-12,368.032,119018
2016-08-16,368.052,119018
2016-08-17,368.506,119018
2016-08-18,371.355,119018
2016-08-19,373.273,119018
2016-08-22,370.774,119018
2016-08-23,370.468,119018
2016-08-24,372.02,119018
2016-08-25,369.469,119018
2016-08-26,368.125,119018
2016-08-29,370.088,119018
2016-08-30,375.258,119018
2016-08-31,376.841,119018
2016-09-01,375.219,119018
2016-09-02,377.298,119018
2016-09-06,384.2,119018
2016-09-07,385.822,119018
2016-09-08,387.209,119018
2016-09-09,383.413,119018
2016-09-12,374.002,119018
2016-09-14,377.74,119018
2016-09-15,377.137,119018
2016-09-16,377.995,119018
2016-09-19,379.78,119018
2016-09-20,378.718,119018
2016-09-21,378.378,119018
2016-09-22,384.283,119018
2016-09-23,382.297,119018
2016-09-26,378.429,119018
2016-09-27,376.764,119018
2016-09-28,380.191,119018
2016-09-29,370.403,119018
2016-09-30,374.576,119018
2016-10-03,381.135,119018
2016-10-04,384.002,119018
2016-10-05,384.094,119018
2016-10-06,382.227,119018
2016-10-07,382.813,119018
2016-10-10,382.655,119018
2016-10-13,375.438,119018
2016-10-14,377.354,119018
2016-10-17,375.078,119018
2016-10-18,382.555,119018
2016-10-19,382.393,119018
2016-10-20,385.152,119018
2016-10-21,385.313,119018
2016-10-24,386.187,119018
2016-10-25,385.57,119018
2016-10-26,379.981,119018
2016-10-27,379.534,119018
2016-10-28,381.505,119018
2016-11-01,381.744,119018
2016-11-02,374.683,119018
2016-11-03,370.953,119018
2016-11-04,368.149,119018
2016-11-07,372.46,119018
2016-11-08,374.269,119018
2016-11-09,370.357,119018
2016-11-10,381.037,119018
2016-11-11,370.874,119018
2016-11-15,362.913,119018
2016-11-16,363.03,119018
2016-11-17,362.801,119018
2016-11-18,362.63,119018
2016-11-21,352.792,119018
2016-11-22,355.713,119018
2016-11-23,357.747,119018
2016-11-24,356.163,119018
2016-11-25,362.739,119018
2016-11-28,362.27,119018
2016-11-29,362.547,119018
2016-11-30,367.307,119018
2016-12-01,364.693,119018
2016-12-02,359.576,119018
2016-12-05,361.493,119018
2016-12-06,362.84,119018
2016-12-07,360.59,119018
2016-12-08,367.215,119018
2016-12-09,369.639,119018
2016-12-12,365.498,119018
2016-12-13,366.934,119018
2016-12-14,364.006,119018
2016-12-15,363.998,119018
2016-12-16,363.184,119018
2016-12-19,361.711,119018
2016-12-20,359.283,119018
2016-12-21,358.785,119018
2016-12-22,354.163,119018
2016-12-23,354.242,119018
2016-12-26,348.772,119018
2016-12-27,354.816,119018
2016-12-28,354.277,119018
2016-12-29,356.607,119018
2016-12-30,360.427,119018
2017-01-02,360.768,119018
2017-01-03,361.896,119018
2017-01-04,361.351,119018
2017-01-05,366.269,119018
2017-01-06,365.053,119018
2017-01-09,365.627,119018
2017-01-10,368.906,119018
2017-01-11,373.845,119018
2017-01-12,376.03,119018
2017-01-13,375.544,119018
2017-01-16,377.586,119018
2017-01-17,376.871,119018
2017-01-18,378.222,119018
2017-01-19,379.402,119018
2017-01-20,373.078,119018
2017-01-23,375.066,119018
