date,nav,amfi_code
2013-04-25,111.831,120152
2013-04-26,111.319,120152
2013-04-29,111.809,120152
2013-04-30,112.086,120152
2013-05-02,113.198,120152
2013-05-03,112.065,120152
2013-05-06,112.591,120152
2013-05-07,113.706,120152
2013-05-08,113.629,120152
2013-05-09,113.295,120152
2013-05-10,113.947,120152
2013-05-13,112.095,120152
2013-05-14,112.311,120152
2013-05-15,114.871,120152
2013-05-16,115.515,120152
2013-05-17,115.609,120152
2013-05-20,114.734,120152
2013-05-21,114.055,120152
2013-05-22,113.689,120152
2013-05-23,111.14,120152
2013-05-24,111.544,120152
2013-05-27,113.479,120152
2013-05-28,114.355,120152
2013-05-29,113.991,120152
2013-05-30,113.838,120152
2013-05-31,111.618,120152
2013-06-03,111.071,120152
2013-06-04,111.011,120152
2013-06-05,111.249,120152
2013-06-06,111.223,120152
2013-06-07,110.403,120152
2013-06-10,109.991,120152
2013-06-11,108.045,120152
2013-06-12,107.703,120152
2013-06-13,106.961,120152
2013-06-14,108.813,120152
2013-06-17,109.325,120152
2013-06-18,108.722,120152
2013-06-19,109.178,120152
2013-06-20,105.89,120152
2013-06-21,105.948,120152
2013-06-24,104.392,120152
2013-06-25,104.861,120152
2013-06-26,104.307,120152
2013-06-27,105.852,120152
2013-06-28,108.976,120152
2013-07-01,109.996,120152
2013-07-02,109.289,120152
2013-07-03,107.326,120152
2013-07-04,108.271,120152
2013-07-05,108.671,120152
2013-07-08,107.38,120152
2013-07-09,108.189,120152
2013-07-10,107.342,120152
2013-07-11,109.509,120152
2013-07-12,110.755,120152
2013-07-15,111.385,120152
2013-07-16,109.812,120152
2013-07-17,109.118,120152
2013-07-18,110.623,120152
2013-07-19,110.523,120152
2013-07-22,110.408,120152
2013-07-23,111.071,120152
2013-07-24,109.254,120152
2013-07-25,108.117,120152
2013-07-26,107.319,120152
2013-07-29,106.011,120152
2013-07-30,103.996,120152
2013-07-31,104.815,120152
2013-08-01,103.768,120152
2013-08-02,102.53,120152
2013-08-05,102.866,120152
2013-08-06,100.065,120152
2013-08-07,100.639,120152
2013-08-08,101.478,120152
2013-08-12,102.403,120152
2013-08-13,103.677,120152
2013-08-14,104.476,120152
2013-08-16,100.233,120152
2013-08-19,98.375,120152
2013-08-20,98.47,120152
2013-08-21,96.422,120152
2013-08-22,98.694,120152
2013-08-23,100.014,120152
2013-08-26,99.858,120152
2013-08-27,96.661,120152
2013-08-28,95.888,120152
2013-08-29,97.825,120152
2013-08-30,98.472,120152
2013-09-02,99.822,120152
2013-09-03,96.459,120152
2013-09-04,98.448,120152
2013-09-05,101.487,120152
2013-09-06,103.242,120152
2013-09-10,106.138,120152
2013-09-11,107.05,120152
2013-09-12,105.617,120152
2013-09-13,105.763,120152
2013-09-16,105.867,120152
2013-09-17,105.885,120152
2013-09-18,107.093,120152
2013-09-19,111.668,120152
2013-09-20,109.143,120152
2013-09-23,106.415,120152
2013-09-24,106.251,120152
2013-09-25,106.255,120152
2013-09-26,106.359,120152
2013-09-27,105.351,120152
2013-09-30,103.365,120152
2013-10-01,104.309,120152
2013-10-03,106.556,120152
2013-10-04,106.621,120152
2013-10-07,106.636,120152
2013-10-08,107.097,120152
2013-10-09,108.475,120152
2013-10-10,108.999,120152
2013-10-11,110.999,120152
2013-10-14,111.448,120152
2013-10-15,110.707,120152
2013-10-17,109.696,120152
2013-10-18,112.38,120152
2013-10-21,113.185,120152
2013-10-22,113.307,120152
2013-10-23,113.397,120152
2013-10-24,113.428,120152
2013-10-25,112.881,120152
2013-10-28,111.912,120152
2013-10-29,114.464,120152
2013-10-30,114.937,120152
2013-10-31,116.253,120152
2013-11-01,116.962,120152
2013-11-05,116.495,120152
2013-11-06,115.401,120152
2013-11-07,114.044,120152
2013-11-08,113.145,120152
2013-11-11,111.454,120152
2013-11-12,110.157,120152
2013-11-13,109.706,120152
2013-11-14,111.706,120152
2013-11-18,113.829,120152
2013-11-19,114.28,120152
2013-11-20,112.838,120152
2013-11-21,110.717,120152
2013-11-22,110.511,120152
2013-11-25,112.561,120152
2013-11-26,111.496,120152
2013-11-27,111.436,120152
2013-11-28,111.825,120152
2013-11-29,113.381,120152
2013-12-02,114.194,120152
2013-12-03,113.952,120152
2013-12-04,113.074,120152
2013-12-05,114.58,120152
2013-12-06,114.887,120152
2013-12-09,116.654,120152
2013-12-10,116.224,120152
2013-12-11,115.727,120152
2013-12-12,114.338,120152
2013-12-13,113.166,120152
2013-12-16,112.871,120152
2013-12-17,112.889,120152
2013-12-18,114.245,120152
2013-12-19,113.524,120152
2013-12-20,115.282,120152
2013-12-23,115.397,120152
2013-12-24,115.157,120152
2013-12-26,115.386,120152
2013-12-27,115.94,120152
2013-12-30,115.389,120152
2013-12-31,115.613,120152
2014-01-01,115.679,120152
2014-01-02,114.171,120152
2014-01-03,114.336,120152
2014-01-06,113.996,120152
2014-01-07,113.676,120152
2014-01-08,113.969,120152
2014-01-09,113.708,120152
2014-01-10,113.769,120152
2014-01-13,115.562,120152
2014-01-14,115.404,120152
2014-01-15,116.627,120152
2014-01-16,116.104,120152
2014-01-17,114.964,120152
2014-01-20,115.88,120152
2014-01-21,116.168,120152
2014-01-22,116.667,120152
2014-01-23,116.653,120152
2014-01-24,115.276,120152
2014-01-27,112.78,120152
2014-01-28,112.303,120152
2014-01-29,112.262,120152
2014-01-30,111.699,120152
2014-01-31,112.187,120152
2014-02-03,110.706,120152
2014-02-04,110.648,120152
2014-02-05,110.949,120152
2014-02-06,111.08,120152
2014-02-07,111.451,120152
2014-02-10,111.318,120152
2014-02-11,111.533,120152
2014-02-12,112.022,120152
2014-02-13,110.669,120152
2014-02-14,111.42,120152
2014-02-17,111.893,120152
2014-02-18,112.821,120152
2014-02-19,113.537,120152
2014-02-20,112.505,120152
2014-02-21,113.541,120152
2014-02-24,114.282,120152
2014-02-25,114.676,120152
2014-02-26,115.289,120152
2014-02-28,116.184,120152
2014-03-03,115.106,120152
2014-03-04,116.354,120152
2014-03-05,117.053,120152
2014-03-06,118.285,120152
2014-03-07,120.596,120152
2014-03-10,120.689,120152
2014-03-11,120.25,120152
2014-03-12,120.386,120152
2014-03-13,119.703,120152
2014-03-14,119.792,120152
2014-03-18,120.029,120152
2014-03-19,119.936,120152
2014-03-20,119.365,120152
2014-03-21,119.389,120152
2014-03-24,120.941,120152
2014-03-25,121.034,120152
2014-03-26,121.003,120152
2014-03-27,121.72,120152
2014-03-28,122.694,120152
2014-03-31,122.896,120152
2014-04-01,123.253,120152
2014-04-02,124.008,120152
2014-04-03,123.628,120152
2014-04-04,122.927,120152
2014-04-07,122.628,120152
2014-04-09,124.573,120152
2014-04-10,124.359,120152
2014-04-11,124.132,120152
2014-04-15,123.477,120152
2014-04-16,122.538,120152
2014-04-17,124.153,120152
2014-04-21,124.917,120152
2014-04-22,125.186,120152
2014-04-23,125.688,120152
2014-04-25,124.985,120152
2014-04-28,124.646,120152
2014-04-29,123.95,120152
2014-04-30,123.504,120152
2014-05-02,123.537,120152
2014-05-05,123.574,120152
2014-05-06,123.904,120152
2014-05-07,122.743,120152
2014-05-08,122.923,120152
2014-05-09,126.244,120152
2014-05-12,128.813,120152
2014-05-13,130.586,120152
2014-05-14,130.618,120152
2014-05-15,130.736,120152
2014-05-16,132.724,120152
2014-05-19,133.7,120152
2014-05-20,134.006,120152
2014-05-21,133.435,120152
2014-05-22,134.088,120152
2014-05-23,135.932,120152
2014-05-26,135.835,120152
2014-05-27,135.255,120152
2014-05-28,135.703,120152
2014-05-29,134.292,120152
2014-05-30,133.77,120152
2014-06-02,136.703,120152
2014-06-03,137.584,120152
2014-06-04,137.735,120152
2014-06-05,139.199,120152
2014-06-06,141.225,120152
2014-06-09,142.66,120152
2014-06-10,142.54,120152
2014-06-11,142.168,120152
2014-06-12,142.399,120152
2014-06-13,140.193,120152
2014-06-16,140.062,120152
2014-06-17,142.229,120152
2014-06-18,140.837,120152
2014-06-19,140.628,120152
2014-06-20,140.098,120152
2014-06-23,140.16,120152
2014-06-24,141.837,120152
2014-06-25,141.806,120152
2014-06-26,140.524,120152
2014-06-27,141.0,120152
2014-06-30,143.124,120152
2014-07-01,143.971,120152
2014-07-02,145.48,120152
2014-07-03,145.411,120152
2014-07-04,146.171,120152
2014-07-07,146.598,120152
2014-07-08,143.198,120152
2014-07-09,141.791,120152
2014-07-10,140.986,120152
2014-07-11,138.84,120152
2014-07-14,139.043,120152
2014-07-15,140.907,120152
2014-07-16,142.787,120152
2014-07-17,143.052,120152
2014-07-18,143.442,120152
2014-07-21,143.719,120152
2014-07-22,144.661,120152
2014-07-23,145.351,120152
2014-07-24,145.993,120152
2014-07-25,145.041,120152
2014-07-28,144.326,120152
2014-07-30,145.13,120152
2014-07-31,144.213,120152
2014-08-01,142.316,120152
2014-08-04,144.016,120152
2014-08-05,145.518,120152
2014-08-06,144.343,120152
2014-08-07,143.884,120152
2014-08-08,142.006,120152
2014-08-11,143.424,120152
2014-08-12,145.217,120152
2014-08-13,145.116,120152
2014-08-14,146.468,120152
2014-08-18,148.501,120152
2014-08-19,149.337,120152
2014-08-20,148.936,120152
2014-08-21,149.537,120152
2014-08-22,150.35,120152
2014-08-25,150.294,120152
2014-08-26,150.095,120152
2014-08-27,151.322,120152
2014-08-28,151.586,120152
2014-09-01,153.356,120152
2014-09-02,154.33,120152
2014-09-03,155.271,120152
2014-09-04,154.981,120152
2014-09-05,155.026,120152
2014-09-08,156.685,120152
2014-09-09,156.402,120152
2014-09-10,155.392,120152
2014-09-11,155.453,120152
2014-09-12,155.94,120152
2014-09-15,155.293,120152
2014-09-16,152.608,120152
2014-09-17,153.448,120152
2014-09-18,156.052,120152
2014-09-19,155.844,120152
2014-09-22,156.404,120152
2014-09-23,153.963,120152
2014-09-24,153.357,120152
2014-09-25,151.421,120152
2014-09-26,152.812,120152
2014-09-29,153.017,120152
2014-09-30,153.038,120152
2014-10-01,152.642,120152
2014-10-07,150.942,120152
2014-10-08,150.666,120152
2014-10-09,152.808,120152
2014-10-10,151.105,120152
2014-10-13,152.02,120152
2014-10-14,151.725,120152
2014-10-16,149.562,120152
2014-10-17,150.153,120152
2014-10-20,152.222,120152
2014-10-21,153.13,120152
2014-10-22,154.547,120152
2014-10-27,154.678,120152
2014-10-28,155.379,120152
2014-10-29,156.55,120152
2014-10-30,158.265,120152
2014-10-31,161.419,120152
2014-11-03,161.771,120152
2014-11-05,162.42,120152
2014-11-07,162.852,120152
2014-11-10,162.72,120152
2014-11-11,163.655,120152
2014-11-12,164.427,120152
2014-11-13,163.776,120152
2014-11-14,164.688,120152
2014-11-17,165.468,120152
2014-11-18,166.078,120152
2014-11-19,165.355,120152
2014-11-20,165.346,120152
2014-11-21,166.566,120152
2014-11-24,167.603,120152
2014-11-25,165.841,120152
2014-11-26,165.817,120152
2014-11-27,166.177,120152
2014-11-28,168.005,120152
2014-12-01,167.528,120152
2014-12-02,167.55,120152
2014-12-03,168.806,120152
2014-12-04,169.844,120152
2014-12-05,169.123,120152
2014-12-08,166.847,120152
2014-12-09,165.022,120152
2014-12-10,165.408,120152
2014-12-11,164.201,120152
2014-12-12,162.795,120152
2014-12-15,162.088,120152
2014-12-16,159.143,120152
2014-12-17,158.273,120152
2014-12-18,161.809,120152
2014-12-19,163.228,120152
2014-12-22,164.787,120152
2014-12-23,163.549,120152
2014-12-24,162.499,120152
2014-12-26,162.925,120152
2014-12-29,164.221,120152
2014-12-30,164.6,120152
2014-12-31,165.779,120152
2015-01-01,165.787,120152
2015-01-02,168.079,120152
2015-01-05,168.115,120152
2015-01-06,163.062,120152
2015-01-07,163.226,120152
2015-01-08,165.498,120152
2015-01-09,166.248,120152
2015-01-12,167.46,120152
2015-01-13,167.29,120152
2015-01-14,167.581,120152
2015-01-15,171.868,120152
2015-01-16,172.102,120152
2015-01-19,173.115,120152
2015-01-20,175.5,120152
2015-01-21,176.248,120152
2015-01-22,177.179,120152
2015-01-23,178.367,120152
2015-01-27,180.645,120152
2015-01-28,181.062,120152
2015-01-29,181.797,120152
2015-01-30,178.899,120152
2015-02-02,178.945,120152
2015-02-03,178.131,120152
2015-02-04,176.787,120152
2015-02-05,176.51,120152
2015-02-06,175.217,120152
2015-02-09,172.363,120152
2015-02-10,173.97,120152
2015-02-11,175.886,120152
2015-02-12,178.07,120152
2015-02-13,180.025,120152
2015-02-16,179.46,120152
2015-02-18,180.952,120152
2015-02-19,181.217,120152
2015-02-20,180.695,120152
2015-02-23,178.987,120152
2015-02-24,178.951,120152
2015-02-25,179.04,120152
2015-02-26,176.654,120152
2015-02-27,180.638,120152
2015-03-02,185.052,120152
2015-03-03,185.807,120152
2015-03-04,183.783,120152
2015-03-05,183.987,120152
2015-03-09,180.478,120152
2015-03-10,179.707,120152
2015-03-11,179.137,120152
2015-03-12,180.644,120152
2015-03-13,178.034,120152
2015-03-16,177.933,120152
2015-03-17,179.83,120152
2015-03-18,179.456,120152
2015-03-19,177.971,120152
2015-03-20,176.605,120152
2015-03-23,175.471,120152
2015-03-24,174.791,120152
2015-03-25,174.87,120152
2015-03-26,171.64,120152
2015-03-27,172.656,120152
2015-03-30,175.808,120152
2015-03-31,176.101,120152
2015-04-01,177.876,120152
2015-04-06,178.931,120152
2015-04-07,178.977,120152
2015-04-08,180.092,120152
2015-04-09,181.548,120152
2015-04-10,181.219,120152
2015-04-13,181.668,120152
2015-04-15,180.296,120152
2015-04-16,179.185,120152
2015-04-17,176.108,120152
2015-04-20,173.14,120152
2015-04-21,172.197,120152
2015-04-22,172.984,120152
2015-04-23,172.871,120152
2015-04-24,170.615,120152
2015-04-27,168.463,120152
2015-04-28,170.936,120152
2015-04-29,170.847,120152
2015-04-30,170.605,120152
2015-05-04,173.125,120152
2015-05-05,172.913,120152
2015-05-06,167.972,120152
2015-05-07,165.916,120152
2015-05-08,169.019,120152
2015-05-11,172.207,120152
2015-05-12,168.157,120152
2015-05-13,170.991,120152
2015-05-14,170.96,120152
2015-05-15,172.12,120152
2015-05-18,174.062,120152
2015-05-19,173.929,120152
2015-05-20,175.027,120152
2015-05-21,174.97,120152
2015-05-22,175.523,120152
2015-05-25,174.262,120152
2015-05-26,173.986,120152
2015-05-27,173.929,120152
2015-05-28,174.134,120152
2015-05-29,176.385,120152
2015-06-01,176.413,120152
2015-06-02,172.539,120152
2015-06-03,170.754,120152
2015-06-04,171.217,120152
2015-06-05,170.656,120152
2015-06-08,168.958,120152
2015-06-09,168.742,120152
2015-06-10,170.785,120152
2015-06-11,167.585,120152
2015-06-12,167.737,120152
2015-06-15,168.372,120152
2015-06-16,169.209,120152
2015-06-17,170.121,120152
2015-06-18,171.839,120152
2015-06-19,172.513,120152
2015-06-22,175.298,120152
2015-06-23,175.423,120152
2015-06-24,174.918,120152
2015-06-25,175.525,120152
2015-06-26,175.755,120152
2015-06-29,174.597,120152
2015-06-30,175.588,120152
2015-07-01,177.75,120152
2015-07-02,177.379,120152
2015-07-03,178.221,120152
2015-07-06,178.9,120152
2015-07-07,179.014,120152
2015-07-08,176.465,120152
2015-07-09,175.994,120152
2015-07-10,176.982,120152
2015-07-13,179.012,120152
2015-07-14,178.776,120152
2015-07-15,180.217,120152
2015-07-16,182.106,120152
2015-07-17,182.496,120152
2015-07-20,182.7,120152
2015-07-21,181.567,120152
2015-07-22,183.392,120152
2015-07-23,183.134,120152
2015-07-24,181.809,120152
2015-07-27,178.878,120152
2015-07-28,178.878,120152
2015-07-29,180.1,120152
2015-07-30,180.762,120152
2015-07-31,183.062,120152
2015-08-03,183.585,120152
2015-08-04,183.621,120152
2015-08-05,184.669,120152
2015-08-06,185.263,120152
2015-08-07,184.932,120152
2015-08-10,184.317,120152
2015-08-11,183.104,120152
2015-08-12,180.606,120152
2015-08-13,181.021,120152
2015-08-14,184.014,120152
2015-08-17,183.461,120152
2015-08-18,184.302,120152
2015-08-19,184.832,120152
2015-08-20,181.751,120152
2015-08-21,180.246,120152
2015-08-24,169.29,120152
2015-08-25,170.817,120152
2015-08-26,169.031,120152
2015-08-27,172.388,120152
2015-08-28,173.237,120152
2015-08-31,171.932,120152
2015-09-01,168.469,120152
2015-09-02,167.441,120152
2015-09-03,169.7,120152
2015-09-04,166.065,120152
2015-09-07,163.587,120152
2015-09-08,166.493,120152
2015-09-09,169.539,120152
2015-09-10,169.42,120152
2015-09-11,169.66,120152
2015-09-14,171.367,120152
2015-09-15,170.303,120152
2015-09-16,171.696,120152
2015-09-18,173.858,120152
2015-09-21,174.511,120152
2015-09-22,171.306,120152
2015-09-23,171.871,120152
2015-09-24,172.591,120152
2015-09-28,170.98,120152
2015-09-29,171.991,120152
2015-09-30,174.058,120152
2015-10-01,174.225,120152
2015-10-05,177.666,120152
2015-10-06,177.658,120152
2015-10-07,177.353,120152
2015-10-08,176.387,120152
2015-10-09,177.286,120152
2015-10-12,176.429,120152
2015-10-13,176.161,120152
2015-10-14,175.895,120152
2015-10-15,177.655,120152
2015-10-16,179.105,120152
2015-10-19,180.023,120152
2015-10-20,180.593,120152
2015-10-21,179.926,120152
2015-10-23,180.43,120152
2015-10-26,179.74,120152
2015-10-27,179.582,120152
2015-10-28,177.993,120152
2015-10-29,176.896,120152
2015-10-30,175.972,120152
2015-11-02,175.767,120152
2015-11-03,176.29,120152
2015-11-04,175.825,120152
2015-11-05,174.037,120152
2015-11-06,174.327,120152
2015-11-09,173.941,120152
2015-11-10,171.804,120152
2015-11-13,171.459,120152
2015-11-16,171.914,120152
2015-11-17,172.155,120152
2015-11-18,169.896,120152
2015-11-19,172.415,120152
2015-11-20,172.966,120152
2015-11-23,173.063,120152
2015-11-24,172.466,120152
2015-11-26,173.454,120152
2015-11-27,174.689,120152
2015-11-30,175.065,120152
2015-12-01,174.954,120152
2015-12-02,174.332,120152
2015-12-03,173.177,120152
2015-12-04,171.769,120152
2015-12-07,171.748,120152
2015-12-08,170.609,120152
2015-12-09,168.391,120152
2015-12-10,169.698,120152
2015-12-11,167.8,120152
2015-12-14,168.492,120152
2015-12-15,169.552,120152
2015-12-16,170.478,120152
2015-12-17,172.432,120152
2015-12-18,170.676,120152
2015-12-21,172.182,120152
2015-12-22,171.357,120152
2015-12-23,172.826,120152
2015-12-24,172.988,120152
2015-12-28,174.331,120152
2015-12-29,174.536,120152
2015-12-30,173.656,120152
2015-12-31,174.154,120152
2016-01-01,174.742,120152
2016-01-04,171.311,120152
2016-01-05,171.11,120152
2016-01-06,170.229,120152
2016-01-07,166.143,120152
2016-01-08,166.94,120152
2016-01-11,166.235,120152
2016-01-12,165.06,120152
2016-01-13,166.069,120152
2016-01-14,164.98,120152
2016-01-15,162.84,120152
2016-01-18,160.412,120152
2016-01-19,162.121,120152
2016-01-20,159.445,120152
2016-01-21,159.206,120152
2016-01-22,162.319,120152
2016-01-25,162.81,120152
2016-01-27,163.054,120152
2016-01-28,162.811,120152
2016-01-29,165.469,120152
2016-02-01,165.144,120152
2016-02-02,163.237,120152
2016-02-03,161.105,120152
2016-02-04,161.787,120152
2016-02-05,163.2,120152
2016-02-08,161.661,120152
2016-02-09,159.598,120152
2016-02-10,158.378,120152
2016-02-11,153.445,120152
2016-02-12,152.946,120152
2016-02-15,157.181,120152
2016-02-16,155.02,120152
2016-02-17,156.167,120152
2016-02-18,157.862,120152
2016-02-19,158.079,120152
2016-02-22,158.484,120152
2016-02-23,156.202,120152
2016-02-24,154.598,120152
2016-02-25,153.105,120152
2016-02-26,154.029,120152
2016-02-29,152.9,120152
2016-03-01,158.146,120152
2016-03-02,161.398,120152
2016-03-03,163.283,120152
2016-03-04,163.32,120152
2016-03-08,163.223,120152
2016-03-09,164.266,120152
2016-03-10,163.137,120152
2016-03-11,163.628,120152
2016-03-14,164.606,120152
2016-03-15,163.332,120152
2016-03-16,163.992,120152
2016-03-17,164.419,120152
2016-03-18,166.393,120152
2016-03-21,168.785,120152
2016-03-22,168.949,120152
2016-03-23,168.913,120152
2016-03-28,166.749,120152
2016-03-29,166.689,120152
2016-03-30,169.265,120152
2016-03-31,170.293,120152
2016-04-01,169.977,120152
2016-04-04,170.665,120152
2016-04-05,167.921,120152
2016-04-06,168.266,120152
2016-04-07,167.064,120152
2016-04-08,167.347,120152
2016-04-11,169.027,120152
2016-04-12,169.976,120152
2016-04-13,172.599,120152
2016-04-18,174.593,120152
2016-04-20,174.594,120152
2016-04-21,174.302,120152
2016-04-22,174.323,120152
2016-04-25,173.374,120152
2016-04-26,175.61,120152
2016-04-27,175.917,120152
2016-04-28,173.295,120152
2016-04-29,173.385,120152
2016-05-02,172.741,120152
2016-05-03,171.485,120152
2016-05-04,170.997,120152
2016-05-05,171.478,120152
2016-05-06,171.25,120152
2016-05-09,173.583,120152
2016-05-10,174.015,120152
2016-05-11,173.591,120152
2016-05-12,174.814,120152
2016-05-13,173.72,120152
2016-05-16,174.243,120152
2016-05-17,175.062,120152
2016-05-18,174.685,120152
2016-05-19,173.325,120152
2016-05-20,172.107,120152
2016-05-23,171.413,120152
2016-05-24,171.48,120152
2016-05-25,175.473,120152
2016-05-26,178.287,120152
2016-05-27,180.038,120152
2016-05-30,180.506,120152
2016-05-31,179.948,120152
2016-06-01,180.043,120152
2016-06-02,180.94,120152
2016-06-03,181.087,120152
2016-06-06,181.029,120152
2016-06-07,182.301,120152
2016-06-08,182.782,120152
2016-06-09,181.608,120152
2016-06-10,180.762,120152
2016-06-13,179.759,120152
2016-06-14,179.723,120152
2016-06-15,181.534,120152
2016-06-16,180.421,120152
2016-06-17,180.647,120152
2016-06-20,182.135,120152
2016-06-21,181.628,120152
2016-06-22,181.31,120152
2016-06-23,182.674,120152
2016-06-24,179.579,120152
2016-06-27,179.954,120152
2016-06-28,180.566,120152
2016-06-29,182.362,120152
2016-06-30,183.72,120152
2016-07-01,184.892,120152
2016-07-04,186.051,120152
2016-07-05,185.342,120152
2016-07-07,185.372,120152
2016-07-08,185.292,120152
2016-07-11,188.007,120152
2016-07-12,188.935,120152
2016-07-13,188.072,120152
2016-07-14,189.119,120152
2016-07-15,188.206,120152
2016-07-18,188.091,120152
2016-07-19,188.419,120152
2016-07-20,189.409,120152
2016-07-21,188.585,120152
2016-07-22,189.316,120152
2016-07-25,191.342,120152
2016-07-26,190.854,120152
2016-07-27,191.337,120152
2016-07-28,192.53,120152
2016-07-29,192.121,120152
2016-08-01,192.167,120152
2016-08-02,192.105,120152
2016-08-03,190.283,120152
2016-08-04,190.355,120152
2016-08-05,193.182,120152
2016-08-08,194.312,120152
2016-08-09,193.602,120152
2016-08-10,190.951,120152
2016-08-11,191.223,120152
2016-08-12,192.519,120152
2016-08-16,191.875,120152
2016-08-17,191.641,120152
2016-08-18,192.884,120152
2016-08-19,192.891,120152
2016-08-22,192.03,120152
2016-08-23,191.879,120152
2016-08-24,192.504,120152
2016-08-25,191.818,120152
2016-08-26,191.394,120152
2016-08-29,191.474,120152
2016-08-30,194.236,120152
2016-08-31,195.392,120152
2016-09-01,194.91,120152
2016-09-02,195.779,120152
2016-09-06,198.814,120152
2016-09-07,198.341,120152
2016-09-08,199.247,120152
2016-09-09,197.64,120152
2016-09-12,194.524,120152
2016-09-14,195.329,120152
2016-09-15,195.325,120152
2016-09-16,196.18,120152
2016-09-19,196.675,120152
2016-09-20,195.846,120152
2016-09-21,195.794,120152
2016-09-22,198.044,120152
2016-09-23,197.434,120152
2016-09-26,195.372,120152
2016-09-27,195.276,120152
2016-09-28,196.141,120152
2016-09-29,192.35,120152
2016-09-30,193.507,120152
2016-10-03,196.803,120152
2016-10-04,197.406,120152
2016-10-05,197.246,120152
2016-10-06,196.442,120152
2016-10-07,196.105,120152
2016-10-10,196.38,120152
2016-10-13,194.178,120152
2016-10-14,194.901,120152
2016-10-17,193.645,120152
2016-10-18,196.275,120152
2016-10-19,196.07,120152
2016-10-20,196.033,120152
2016-10-21,196.03,120152
2016-10-24,195.884,120152
2016-10-25,195.641,120152
2016-10-26,193.301,120152
2016-10-27,192.495,120152
2016-10-28,193.62,120152
2016-11-01,193.635,120152
2016-11-02,191.291,120152
2016-11-03,190.545,120152
2016-11-04,189.349,120152
2016-11-07,190.699,120152
2016-11-08,191.511,120152
2016-11-09,188.549,120152
2016-11-10,190.26,120152
2016-11-11,185.381,120152
2016-11-15,180.318,120152
2016-11-16,180.396,120152
2016-11-17,179.641,120152
2016-11-18,179.363,120152
2016-11-21,176.11,120152
2016-11-22,177.704,120152
2016-11-23,178.915,120152
2016-11-24,178.036,120152
2016-11-25,181.118,120152
2016-11-28,181.728,120152
2016-11-29,182.05,120152
2016-11-30,184.16,120152
2016-12-01,183.131,120152
2016-12-02,181.048,120152
2016-12-05,182.019,120152
2016-12-06,181.97,120152
2016-12-07,180.701,120152
2016-12-08,183.45,120152
2016-12-09,184.149,120152
2016-12-12,182.064,120152
2016-12-13,182.362,120152
2016-12-14,181.596,120152
2016-12-15,181.248,120152
2016-12-16,180.818,120152
2016-12-19,179.993,120152
2016-12-20,179.225,120152
2016-12-21,179.038,120152
2016-12-22,176.997,120152
2016-12-23,177.166,120152
2016-12-26,175.32,120152
2016-12-27,177.713,120152
2016-12-28,177.988,120152
2016-12-29,179.624,120152
2016-12-30,181.713,120152
2017-01-02,181.968,120152
2017-01-03,182.731,120152
2017-01-04,182.94,120152
2017-01-05,184.708,120152
2017-01-06,183.827,120152
2017-01-09,183.853,120152
2017-01-10,185.035,120152
2017-01-11,187.21,120152
2017-01-12,187.646,120152
2017-01-13,187.335,120152
2017-01-16,187.302,120152
2017-01-17,187.676,120152
2017-01-18,188.159,120152
2017-01-19,188.83,120152
2017-01-20,186.803,120152
2017-01-23,187.573,120152
2017-01-24,189.513,120152
